pigID,group,p.53,p.54,p.55,p.57,p.59,p.60,p.63,p.64,p.396,p.485,p.512,p.513,p.514,p.527,p.541,p.542,p.554,p.555,p.563,p.567,p.575,p.577,p.584,p.587,p.590,p.594,p.599,p.605,p.606,p.608,p.1105,p.1107,p.1110,p.1121,p.1123,p.1125,p.1126,p.1284,p.1299,p.1301,p.1302,p.1303,p.1336,p.1356,p.1358,p.1359,p.1408,p.1411,p.1412,p.1417,p.1419,p.1437,p.1444,p.1476,p.1493,p.1494,p.1498,p.1508,p.1512,p.1516,p.1518,p.1519,p.1549,p.1558,p.1559,p.1561,p.1564,p.1566,p.1572,p.1573,p.1574,p.1585,p.1589,p.1592,p.1603,p.1604,p.1638,p.1640,p.1642,p.1643,p.1648,p.1649,p.1651,p.1659,p.1669,p.1670,p.1712,p.1768,p.1769,p.1827,p.1898,p.1899,p.2132,p.2137,p.2150,p.2183,p.2342,p.2734,p.2829,p.3127,p.3141,p.3147,p.3155,p.4966,p.4970,p.5086,p.5341,p.6146,p.11438,p.11777,p.12035,p.12055,p.12080,p.12102,p.12129,p.15053,p.15076,p.15095,p.15122,p.15128,p.15136,p.15140,p.15308,p.15365,p.15500,p.15650,p.15676,p.15677,p.15686,p.15737,p.15747,p.15753,p.15772,p.15778,p.15821,p.15835,p.15948,p.15949,p.15958,p.15990,p.15996,p.17747,p.17769,p.17805,p.18319,p.18349,p.18362,p.18369,p.18374,p.18467,p.18474,p.18476,p.18494,p.18497,p.19323,p.19324,p.19503,p.19934,p.20488,p.20675,p.20699,p.21023,p.21025,p.21044,p.21047,p.21049,p.21127,p.21183,p.21188,p.22001,p.22110,p.22116,p.22130,p.22132,p.22138,p.22171,p.22189,p.22294,p.23642,p.27414,p.27531,p.27672,p.27710,p.27716,p.27718,p.27728,p.27738,p.30460,p.31453,p.31522,p.31555,p.31609,p.31900,p.31904,p.31928,p.31938,p.32197,p.32198,p.32306,p.32328,p.32342,p.32346,p.32348,p.32350,p.32352,p.32379,p.32393,p.32394,p.32397,p.32398,p.32412,p.32415,p.32418,p.32426,p.32452,p.32489,p.32492,p.32504,p.32511,p.32553,p.32586,p.32599,p.32635,p.32672,p.32675,p.32815,p.32980,p.33228,p.33230,p.33418,p.33422,p.33441,p.33442,p.33447,p.33453,p.33454,p.33477,p.33587,p.33822,p.33871,p.33936,p.33937,p.33939,p.33945,p.33947,p.33950,p.33955,p.33957,p.33959,p.33960,p.33961,p.33969,p.33970,p.33971,p.33972,p.33997,p.34033,p.34035,p.34092,p.34093,p.34214,p.34258,p.34285,p.34384,p.34407,p.34416,p.34419,p.34456,p.34585,p.34666,p.34732,p.35107,p.35114,p.35127,p.35128,p.35130,p.35133,p.35137,p.35157,p.35174,p.35186,p.35253,p.35254,p.35255,p.35256,p.35257,p.35320,p.35322,p.35431,p.35434,p.35436,p.35437,p.35482,p.35490,p.35626,p.35628,p.35631,p.35638,p.35661,p.35669,p.35675,p.35678,p.35687,p.35688,p.35691,p.35718,p.35819,p.35854,p.35855,p.35883,p.35963,p.36103,p.36594,p.36746,p.36747,p.36752,p.36754,p.36768,p.36776,p.36808,p.37077,p.37095,p.37104,p.37231,p.37253,p.37366,p.37418,p.37427,p.37459,p.37478,p.37506,p.37539,p.37752,p.37789,p.38002,p.38075,p.38077,p.38156,p.38313,p.38314,p.38395,p.38637,p.38763,p.38768,p.39270,p.39512,p.39592,p.39627,p.39864,p.39994,p.40008,p.40420,p.40499,p.41419,p.41754,p.42103,p.42315,p.42574,p.42603,p.42629,p.42982,p.43343,p.43400,p.43488,p.43501,p.43502,p.43522,p.43525,p.43588,p.43761,p.43787,p.44552,p.44562,p.44563,p.44621,p.44630,p.44633,p.45413,p.45434,p.45453,p.45968,p.45970,p.46196
215H,CSS,971136,8336749,28387,1664595,174911,1543886,5554162,30663758,32539,55346,297312,622609,480770,463334848,60206,858185,,,,,167304,14292754,8914057,19831148,461555,717928,180928,38048,246050,,7435652,340462,920099,122288,204604,726689,41384672,1681465,2891064,786385,8643312,172025,4007757,29431,7047310,641418,712266,2571,9897,5013,27930,141278,879039,3415922,1301980,352123,146958,235791,125190,745949,259298,,436471,146006,36014,270547,13560663,65409,536237,58476,35983,21199,21725,315431,,268162,143392,88187,149723,118347,5047403,67769728,84984,,,26098026,26032,86339,,,17289968,,219750,9443,,32604,29682,,10405,145111,501347,222774,73251,133334,91503,1710056,,1186195,171782048,11364425,14131,,,,29513,590057,11960,27454,15491399,,18492,1375185,,182757,233712,35501,73491,29450,110068,1135686,2911,181687,152666,2557426,106854,286083,4637,107349,2417,36528,737658,,64239,135816,254666,309301,2596,202404,65491,142077,10959,,53791,,647732,26309,492923,2045094,267908672,1012087,971928,73152,3843769,4073989,29664,734121,53810,52358,104100,2710,139442,98719,34019,8974,133457,45870,,300110,,235885,309197,45217,85285,10797,256941,,725236,,526116,111447,3204,40002,6364,31285,1907,12184,90585,187590,595689,44906,,429989,819757,2980485,479156,,67850,6044,46868,16115,20356,34444,44854,,65651,8669,65763,158146,2660219,1995,31337,,242561,20552,91130,18134,1059260,1355672,174847,59592,201396,50806,349408,167491,72238,420780,688980,163131,305640,67247,22879,513773,44507,153798,22688,6772,2640842,68793,5857,2328127,1039565,22518,141620,32679,17458,611497,69980,1216282,,280596,67182,11008,61954,47403,104941,87332,3362553,83711,35523,35745,12088,1194633,179399,2355800,,13073,15314,37441,31993,24274,234809,246587,389024,201437,157125,257049,5077,,43372,6266,128166,112142,22991,5864,21128,268545,40217,236572,,5297,114206,3837,22486,5727,2345688,195976,22438,198865,,39169,258423,10550,31863,8167,91646,250327,,,40831,203672,789681,8283466,20643032,36972,134044,58376,19901,351214,31917,112805,3234643,66739,6231,491584,219583952,196848,5229,8976605,5607,148387,6847,6102,,44216,112854,,578106,,96718,,37044,,48720,10184,260792,494688,289196,99406,15531,,,201390,1013502,5897,82225,28647,328074,16824,11131,56098,732524,6267,162373,78656,68914,12806,99357,10583,2026172,92306,17716,,5831
199N,CSS,12517940,51310416,379525,14753338,1945182,21019706,4349102,170828336,136930,91974,1169474,528555,335470,2243563264,271042,3545742,77442,,,5276979,721508,23464114,16689097,119832616,733208,4639951,773553,421474,592144,15488,19393496,6926,772138,185959,1093689,9739314,1606141568,10869280,40470624,8796370,64062364,5711414,7867212,7820,9026500,1353060,4239892,3686,28253,54165,,10887179,628441,,15433644,1316006,95478,505590,63484,10551973,802725,,1342232,368061,813212,323081,7891670,176708,525337,128377,175602,20295,102128,4941458,,850116,4397304,1190028,17434,1071523,858186240,297807456,105435,195662,71353,31358976,139046,119656,24349,48722,91668984,13346,510427,9363,756549,83709,,88341,37273,516378,5109631,1148436,243528,612060,343752,10973794,60850,10220661,278587040,1056391424,9566,,357357,37363,63355,7037448,15955,,555778112,324048,40965,5578567,12951771,514050,263408,,71135,17740,1448395,818326,,269507,986462,534546,1771440,585771,9259,,14028,58524,443600448,56868,357110,75735,488925,2527177,3708,532031,302060,56196,,,278636,39701,1131502,37859,476407,117327976,1777171840,,2020120,47645,29850210,26896430,23844,859957,204090,131739,201174,3400,83834,115313,77717,64746,64105,142247,26609,308926,85160,635221,56963,261937,463067,18895,4029709,123243,302971,657792,9889238,101532,31212,44988,,,5805,22430,1830871,648725,497167,,22003,66719,392919,112507,325743,567222,101241,30619,88875,6124,68996,11186,9082,,,,10122,76578,,23559,13329,,182063,139409,98667,38194,76375,458264,263312,630940,368115,195618,564435,265123,102255,1357802,1149315,144113,226440,19596,38980,2981772,71560,530304,35697,15277,4051098,53486,13746,2694626,678199,,195754,51386,26115,1380717,,4187473,,29791,94476,39483,3923293,206614,95777,267682,1838344,158968,554077,56214,63826,1700399,173427,956058,,21142,13674,34260,49496,12380,213285,287180,811455,80067,101677,292044,5556,,81818,13140,49678,283368,,5436,,489769,420952,547812,,3625,91647,,123984,35686,7522021,79461,23924,270064,89130,44428,1209403,33007,43163,51695,274896,210873,4351,31004,39015,162716,122105,2724966,5056644,34392,708398,15136,35271,990187,93908,86950,3435011,221213,23670,116450,9537398,208617,30006,,8025,1036168,28796,25749,,73222,6654,4447505,659142,132827,,5089,,,576090,10393,265812,287803,2034220,60384,18105,6350,,62528,83233,,37773,,187788,58387,17901,,215994,8022,71156,21723,26675,15442,166325,18539,1370750,51893,22696,,19310
200M,CSS,9703581,52905088,12015441,15811380,1654494,18902072,1283184,153128352,213698,4424947,5477690,372139,384160,1775618816,1320295,4995818,280703,,,827471,546136,4306705,9073512,102899416,12079227,8884855,201316,7837173,480450,11425,5519653,23855,685455,132066,1949323,11135113,1703330432,8540112,22423678,7944291,52174716,4801770,4687883,25662,7741247,508231,24303568,5716,25369,76192,,27449290,994384,,165527712,1138480,131073,1333374,193445,8486479,164103,,917924,343163,374748,131849,3998359,5008872,1100156,545748,171236,24982,80959,18131950,19913550,2094369,2328347,7746855,335769,663548,853608320,268931776,527803,,,60728732,30306,94266,,50366,61941932,15151,337641,50627,619835,42364,,139578,25022,728740,346635,3397341,539240,1243031,206840,1739974,25036,33158548,407383328,914133568,9469,441743,467920,412264,57688,5359248,23001,331840,472555392,230124,71256,4592839,12622543,10861299,561161,29648,26086,16105,1343870,694045,8736,225903,2383328,600204,2632828,1167571,44968,58904,22784,833680,431970976,66088,29584,118384,149841,1923129,8864,688519,174509,30725,,358916,495592,110759,624500,10426,135391,65474060,1655977216,,2123222,265804,31889820,17261432,9913,2617032,83969,,119517,16615,116014,43453,243005,107004,123044,50353,,144078,118575,270969,500142,949913,192303,12775,2638766,279790,894889,554978,32788350,105828,395302,79046,6077,7571,,34852,906510,1412483,395679,148455,190058,1499590,814198,307961,1338623,652749,132310,194355,58856,42957,135999,14307,17139,,87076,24118,143173,124362,,41625,,,117803,68833,113803,39201,1355961,73519,29154,371148,593135,372766,549718,164942,,3770119,1295902,112869,71951,,139349,2010425,95731,639234,59623,12824,604991,,4563,431094,160420,10574,98942,25471,9151,655344,57703,743410,9100,1307786,79668,47759,6411805,,766553,489425,327299,215811,1360995,36172,144296,6629857,159042,578381,,22252,21148,108626,66658,13380,185572,49586,123921,17823,32981,80853,11467,2068,168374,4277,97017,238671,,4758,,670190,224576,1659820,,5068,59168,5137,77058,22528,3570937,127951,,318820,180820,21550,142212,45270,23576,104599,1037557,266587,10024,181051,14804,169785,264411,5725831,14541891,,901208,,,490564,,81784,911480,210993,30108,858231,1719606,276707,26055,,10183,482912,16683,7939,239715,65864,82089,1678488,597095,,92345,6134,,,361502,6658,314193,453715,973561,3131947,1289407,58302,,60509,2318961,3947,285717,7764,540087,112763,296552,84200,569817,7724,,,20223,12525,154139,28437,3054518,,18583,4065,15601
204B,MIX,7479911,32880034,437111,10680605,962695,11069744,8076437,103623360,260091,54387,1181167,453006,804142,2195351296,478019,7352866,93884,,,52567912,443556,21978682,26564328,70540288,1405733,2964053,636397,2531797,528271,8234,5292498,257744,363407,121525,1969126,5266113,1177149568,7307057,21881014,3911250,38588684,6357269,3959321,27591,7708268,557061,5902109,6839,17937,19497,,25098322,1005123,8203857,13619346,986336,95905,532691,229802,7822223,225609,1725641,1192035,,429935,144026,7350461,229869,410482,274149,116875,20358,53224,819921,93306,1017211,2402285,466196,33668,905031,417215264,189698992,74910,56781,75229,20988518,141539,157593,30795,27129,62345324,29842,339379,8761,175972,88923,,41981,20638,585704,916577,985273,207513,599491,392764,2004729,23843,9120330,301628672,464687200,14669,230107,265604,,62280,7722197,24234,54557,349351616,212351,48330,2962162,17977152,442141,249331,24850,34502,7043,792309,799130,6944,70988,664657,246501,721868,602110,10093,,14260,52040,232180336,412378,100035,33620,746697,1306102,7451,313676,159018,13034,,50204,227153,35784,415707,4318,327716,73667176,1124726144,531451,2285931,61359,25664662,32258204,18617,1200283,372491,41302,184091,4756,63789,52580,85662,26812,83219,274789,,97921,45349,199320,168811,526884,153284,15339,2623556,,571168,223255,4035705,52486,40534,57008,3855,,7735,12751,453143,633853,596500,51205,,382856,1008496,238265,780079,629024,92194,38984,67961,49057,32591,7558,5316,5163,76856,8074,36211,31584,3878,2754,10087,,77587,67062,81598,12760,547575,190776,84499,151184,297503,206542,423242,80976,185811,1356348,949496,73282,55528,,76537,960815,35725,414635,38617,11772,1541160,,7896,621531,389354,,93712,17871,6984,575256,,607272,,146405,46876,14078,2861871,,267468,297614,528141,136806,842302,35205,77267,1897157,356151,1334550,,22227,13622,36410,43055,5707,127069,150476,185232,35420,34724,85802,5035,,107769,1519,84060,430321,,12167,,354548,137899,521405,,8095,22400,6033,38247,16839,13880932,48204,,310008,96380,29769,383315,21504,37593,28872,344555,200678,7753,,32503,184655,444185,5851492,14557490,,1042175,,16346,590860,,54714,1801104,77384,14622,201089,1896165,171434,8205,,4668,448531,27728,,,60349,45144,946011,449127,,82397,,30734,,291981,4125,17862,892856,722906,402772,163153,18301,,167047,1706269,3832,179719,4703,490609,52587,80841,70118,606699,5466,32001,,26577,5407,69573,13906,5770308,40991,22528,546436,15425
204C,CSS,6887921,19972840,404806,13785513,765764,5346866,3703833,84347232,106791,97576,2849863,893370,220678,3015162368,540682,4695427,175956,,14658,1348074,426681,20375832,25915202,81985504,1953530,3422613,1710769,819208,375300,,6331011,72722,570780,118502,2389034,2612041,1652842112,3311958,15329188,3159596,23810324,7452297,4127491,17326,5796686,802136,686915,9455,18089,59860,,16199231,894609,6980589,36798632,219669,197687,997107,184120,7911673,258628,,1703279,218520,935481,163071,9055512,216136,369131,235602,181865,41696,96831,47466352,46261,2048228,1392289,2644993,13594,1376157,203450944,166032960,129756,183957,16738,10140643,205662,194847,47583,17388,55361232,11216,397109,8810,,56015,29115,35835,29233,518039,5113004,2393792,333032,775081,216201,1032339,26452,15057393,477407072,458325152,15288,2468785,803984,40613,60374,18913396,22212,976968,393162272,213312,76476,3195231,15973895,756046,1216092,64798,40583,9144,137338,951333,9167,219787,1921911,245712,1299226,651149,11090,32599,27589,49767,227190896,58161,210614,37418,2163080,695830,8000,403745,190252,17788,,115748,322585,85575,434580,15909,427920,1163249792,1154336384,336302,3081319,92774,22836606,34948564,12082,1127419,69742,81433,77706,,88640,69372,111674,65724,29980,139565,45156,42830,64050,,112797,558950,149835,13372,6535055,,399418,448043,5422597,77116,80538,70661,,7571,9640,17245,779912,1904243,750752,85467,,361541,1059450,350256,542306,3638382,95860,50125,176634,5321,99552,8226,4791,,241020,,4926,43968,3642,6012,,,127063,95935,159476,37153,73010,277361,65827,39578,463634,576514,454232,138162,658429,16367671,1811647,64752,103088,20185,116062,2285149,84976,786346,47719,16509,1125215,24950,12272,803372,328265,6873,124947,27024,7278,448766,,852925,,91455,209858,27381,4434975,125555,1005466,158539,747262,137921,89338,38228,17347,2604578,316767,689565,,37554,16433,61513,68121,5551,167190,91675,336639,18764,95718,167563,,,331431,6343,31591,172160,41081,3502,,204612,78926,608533,,1928,19548,,86875,12728,9279252,46085,23847,236365,36484,66557,253953,96401,53989,55924,706166,253658,,182925,25695,265762,278673,3839978,8010038,31489,1239574,20394,16045,411260,145668,45028,1967169,141482,13842,240074,4195631,116926,55776,,3849,438055,34100,8174,,54951,52765,13376393,322727,51278,,5109,48353,,384791,5366,,361252,527936,813081,263416,37235,,113983,775862,4331,312385,,258562,145480,227528,86202,371523,10321,16597,,27012,10047,108867,27757,53142,35055,21212,4249,35129
204D,MIX,3847927,12465954,1362383,3291777,435045,3841679,2384682,36470252,207507,,2783219,550381,314401,2007889280,752114,3236710,77375,,,4601665,223659,3841926,1191769,30518648,1848926,1704101,123129,449176,209651,,4316187,197564,570664,110847,835343,1397366,899442432,1153947,12534757,1668994,11848204,2877972,3679282,25717,6724984,301610,2926166,7763,30829,43852,37981,5395285,1293740,4926456,18092094,177094,127712,457537,357073,6887249,139885,,1427921,216928,384782,103425,8883004,720983,1670345,139621,93471,29000,73147,4904107,84021,2792027,462462,76201,27168,143922,69496912,110505496,173043,49231,17738,50103068,108862,117780,32565,,36350184,17167,417672,25169,,86146,27627,36700,20856,405959,805894,2610471,830475,298021,332761,1971134,5950,11596433,273016288,171008448,12775,189470,157654,17452,42697,1419344,35617,73477,69617792,89320,65097,6614342,1890161,392031,1081881,57784,94360,16429,,1212258,5174,151429,398566,793608,707258,321113,3785,50503,56349,34857,23189022,16339,392742,47192,563318,599906,5788,315338,71755,29819,,60120,87107,15786,450681,,275248,72842688,101333888,258593,1788083,,32539130,42837340,37349,950204,90105,,108957,2976,121492,153161,78108,49416,85121,93011,31963,,22512,122287,350431,1299129,91740,48527,4513337,58343,1410049,191444,2145649,132996,18155,50446,17059,10667,10718,31572,607475,1850256,636427,143193,,475985,1250340,572978,852169,663888,84173,48633,67722,26430,188006,10301,13939,56762,461264,7442,29450,46704,565635,8075,59135,,48727,72144,119814,6022,1274553,119843,82307,,374234,711425,377749,94790,85191,1222156,1158924,65953,43879,,166704,1905020,84254,1348618,35198,33625,740663,,17011,372804,257295,,52460,19420,6871,253014,24029,597763,6374,292701,26851,7896,1715591,,1323639,77506,330151,134981,333870,27024,23776,3987903,138638,1097480,,14309,17771,54118,51799,5177,77608,72035,69096,43538,29543,48604,5767,,200192,3261,134690,260520,50975,13140,,158128,39225,483575,,3716,39374,4510,18122,6454,3331779,68717,,276499,16383,15600,,147584,17815,58779,704749,324902,6389,,55185,201819,906037,7421920,17971372,,858061,,,820614,90255,63960,1483877,73417,11863,395170,1363052,225592,1207,,4292,218478,17574,7605,,53378,16127,187368,443215,,,,41999,,163971,2955,106846,1918230,222813,552408,100601,17511,,88821,15766557,5688,253321,12802,547199,84814,83260,65369,1010616,9607,19409,,18197,5874,47398,37253,6350831,22188,13592,3599,5619
204E,CSS,11080888,57867312,4690213,15236336,1953679,24022772,3250518,181758016,456136,2297533,,832981,166819,2745031168,659936,3932034,570199,,,2802719,,28700544,32669290,,9858675,9667802,247690,2012741,481083,11645,7310400,21833,1055268,147493,2486915,12417248,1427085440,11566250,45976764,10845917,67543208,5939993,5011168,34973,8534015,900104,16247606,14798,17108,54089,,23474676,948654,,66275400,1227320,245721,2510795,52662,12970646,956811,,1089039,176323,765674,187938,3962654,3321459,1104594,543594,275447,32914,104301,30609096,296808,1736968,4690250,13867907,27518,611408,1087523968,334877280,87189,463766,21061,16297985,25458,405876,19469,70764,93999072,,483641,76969,1396136,46857,,96160,35881,876396,2385858,4256687,128992,1525302,703012,4084829,49504,10537394,568977472,1040182912,12219,1612350,970921,532872,108292,9262237,62529,504443,578287680,404181,65233,6279003,72864416,6940406,1059698,,29627,8133,1823563,1434809,8643,124552,2965258,253741,4257907,1077687,19482,,24823,453467,549132608,58340,202172,144293,,2662765,12836,662530,473877,34150,,224933,255376,86187,817214,33524,325891,206984464,2010160000,,2528957,286186,45386412,39788336,13517,1453137,,85499,148065,,63972,36614,157975,129331,71953,115195,,164273,156037,392775,202834,464367,363336,26515,13952825,314747,855639,611526,52592428,110786,173783,76248,,,12493,28884,1134160,1789809,630933,188577,309575,216907,923191,469211,828075,1568668,130086,55182,77479,4335,231245,29300,18899,6167,,7463,19928,122903,,39455,,,246729,138150,152595,118619,1949648,217704,98311,308180,574320,531002,662151,234326,,5292006,1827555,169965,149574,,88382,4198207,107824,711445,32491,33550,1419418,16873,14110,905176,428133,7567,158859,38684,20693,670141,28181,890887,,587999,130447,88166,8197861,,342024,680660,881129,204412,2117397,127750,,1628615,136473,814587,,34424,28457,93296,108674,24884,288901,184890,337298,35966,238394,378066,7735,,107187,5724,40176,285514,,3000,,661640,268064,1082770,,4449,52745,5278,153479,29455,12705454,186353,,261985,683752,89633,681019,98597,29339,73328,1003224,303571,15239,,8891,283751,122741,2779234,5477161,,2504627,,15707,741226,,189405,2410609,150813,23176,555279,6832251,232824,150603,,,1007511,36177,8017,,59830,373479,3139499,645946,105503,,18873,82728,,436070,18103,1436974,505692,1144631,406325,280215,9020,,91756,191938,8578,250143,,189339,86722,150074,114601,250466,17401,28717,,151146,18388,160614,26737,,,37402,4004,108224
206B,MIX,10373373,63010448,2629888,14720716,1763639,23011812,2593174,170580336,271483,2461345,2935337,541754,172101,2279065344,361014,5867906,412239,,,6261704,1441238,17742446,28741234,,4696674,4588061,225672,1085364,433733,13890,4191394,56090,767329,143886,1818177,11528434,1717320704,8857199,43581208,9006331,69977520,5528105,5359469,29712,7498863,824456,24136702,6554,10400,52712,,19688544,646478,,69354128,1514577,202155,1245716,86172,6616656,817270,,886052,,397391,176359,3550158,2189959,902464,415904,163370,28566,98582,7755397,225154,6452569,5036042,12779746,50175,873170,876138944,287140928,138904,,,61893744,48931,64148,,69204,82797496,14136,419404,32240,671500,29187,,,32555,685824,792486,5328019,296053,664693,401501,2795626,46993,9702961,449906240,744084800,13236,628966,297879,209281,57469,9270418,26974,115908,491489408,355880,86720,4621554,23887106,3101101,233667,,18522,17366,1521642,767428,6116,133083,1618570,340239,3782555,850635,21693,,40426,249328,475831008,91964,90606,59756,358453,2372159,8326,324477,318193,19454,,54423,494692,63903,830682,20371,357798,100985592,1872158976,,3041432,346979,24624804,34311604,,1089205,128820,60810,195326,3582,72900,29362,212006,73406,,,20941,115524,91349,393418,761254,898746,229510,21261,4332002,194282,846227,592381,31903940,96077,200038,90479,4443,3434,11258,22830,1118786,757654,260016,69376,96665,949524,640982,231687,386925,987639,88401,62735,76077,9497,416970,8913,14041,21572,,9054,26616,91495,,122946,12261,,172051,86520,116084,34899,53527,188472,121020,197564,312729,327837,600590,176411,36322,2510847,1312206,48138,98496,20029,56921,2464290,109060,520869,,22079,2014343,,13886,1198391,663480,8081,154404,21218,7353,850767,,427735,,878168,45950,34733,4972118,,207907,482632,698388,191290,1050309,24963,,2262716,248650,752425,,27019,22990,73701,104124,11273,251477,112970,167363,43579,45693,70375,7693,,82377,2843,33145,583473,3673514,7140,,363669,404007,1228404,,3516,55721,2256,72709,35465,7526357,76051,,389516,159711,30925,1761113,50871,24602,109872,419585,261634,6343,,38865,545138,,4527078,11544228,13517,1050836,,,870535,,121174,2169975,,18151,646300,2313134,158814,22241,,,815859,22070,5900,,64999,23476,1804836,262964,177868,,8590,39107,,120454,13012,332961,517910,1009023,1443624,292874,19009,,324480,7585206,,804207,3116,291457,13080,199201,,518733,14198,24954,,16419,14908,154917,47546,4670255,21768,9480,6394,18390
206M,MIX,13880888,74051048,730775,24612838,2180072,19769336,3102033,203582576,60127,155369,2314499,528591,398569,1826813696,150173,3465132,90721,,,3335902,381808,21628332,36699892,,1472697,7998773,353936,1601200,856043,33860,4815506,,619528,152045,1803348,11862027,2748676352,9365372,45394940,15902451,88953112,3977462,5113857,35806,7372315,736163,478522,6514,19818,30034,,10412952,810882,301470496,50072236,1775213,99095,594324,99751,6152450,553283,,762575,,1024800,166810,2383199,308602,415417,197617,137262,15043,42250,1425213,110281,374277,5259958,11234348,10879,1716208,828750144,323428096,122111,,215223,6265847,86554,166439,28117,39489,105513064,10681,619640,14982,1983107,54521,54857,48929,16380,579045,2952253,661281,463070,656885,217435,,88180,7890890,437507264,1210700544,11648,263497,328374,,92780,12639697,22224,,931553856,709946,50777,3447823,9762460,555796,96684,,29426,6706,637754,563432,,173265,1513402,211562,672120,543292,10177,,14282,98338,917775360,46059,79778,42995,,1508422,4479,366043,1715812,14954,,141724,317726,70242,678624,28357,300605,493031584,3147629824,,1729808,83625,15967745,12604438,14707,950082,91678,70407,125016,,44574,35823,76119,79424,63392,125644,,153019,92315,310133,375344,1012789,168041,18204,2772817,66206,282423,280225,17818494,65364,170435,53395,3265,29079,15339,24059,797546,527909,197262,,175929,200175,600266,173044,292925,3067772,147393,69086,,,,7136,,,,4627,7727,56337,,7669,,,371392,124374,79036,75237,1038209,994912,193649,120399,270626,238895,469492,116372,8977,6079685,806994,79073,274230,26077,48458,1073633,100710,370227,38991,9525,2693504,58189,5050,1854342,704671,3767,190036,26504,9805,537757,32854,497064,,163420,95631,85064,1525142,212787,207668,574057,1905997,118334,71536,69817,,1250514,195512,577313,,44328,18404,71693,62122,9479,409006,196111,637955,65334,314233,418459,5310,,173545,10724,47297,217664,26837,,26362,645936,449107,506282,,,29394,,204523,77043,7998015,59141,38641,113852,153783,115235,2940938,56754,29419,84556,247818,195933,,,18166,167525,134458,2104236,4551125,30318,504679,52650,22461,2095935,,101532,2214013,,14311,351866,4696975,231239,35438,,9118,1122394,42933,6002,,55091,33103,33939920,474560,,,5776,21052,,515357,5838,102592,190284,834174,349323,58030,46818,,134849,271042,,131795,3548,175709,29895,48822,,145981,4658,71722,31175,22371,29056,265233,14325,,50537,24963,5200,37169
213G,CSS,7900148,30386164,912032,10372753,963619,7830910,2840652,92113912,59258,240493,3482754,692893,474634,2510293248,212510,4351790,80243,,,,621927,13768966,12879850,80867184,4673366,3140717,886593,1655741,460419,7193,5758815,10745,259006,118095,1852243,3442730,1411539200,3413777,18485942,3337899,30264636,6542927,4062703,30670,5875213,346935,688859,5212,24388,29799,,19168976,912725,8721117,22817334,504917,156635,799976,129495,8299973,174567,,1201487,328531,1692419,122997,9994645,544007,317879,251338,231166,22751,85492,1645708,1012920,561411,1598330,8779542,59712,1141012,251690192,178945344,70143,29903,37312,19468782,154565,128440,28384,32691,58127920,14564,416786,19485,,103368,45787,50288,26461,572484,2938125,720793,832422,656329,134327,,27258,17872370,374496768,513011104,8204,305336,714886,113711,66178,8335788,19479,94692,436197024,,57805,2831265,135474080,584813,307586,46033,28800,16960,219789,632094,4346,112112,1431557,293620,1952489,846414,15240,81907,14903,127755,240359776,106293,263233,49180,916409,,6129,326397,203493,11966,,25460,231548,11007,317574,8356,169799,179459392,1067197376,791149,3491709,,27541444,25811394,7686,1044190,47711,,121027,4111,116014,45806,68870,34110,80178,224637,17882,,67769,263946,777250,315988,234716,15794,1075551,,613878,347853,4712846,118967,70010,57914,13011,42497,3920,26020,559064,1029716,531480,56967,129800,622086,1557558,236401,814192,1031028,128909,90591,107667,39805,72084,14547,4859,2022,93239,7698,91385,53134,3386,6163,13783,,100484,90469,119986,12626,409991,83287,55518,67119,312965,196000,528372,72489,264927,7156789,1468540,46123,48251,,86730,1019245,137286,159833,35315,9472,866817,20034,6555,434842,168544,4141,30540,20588,6671,527654,57269,928848,,412327,56619,14078,3450713,149855,204061,235712,351012,116179,54210,31059,17453,2354971,263923,1402457,,20414,16356,42634,48660,6129,115619,47529,116666,,27156,58111,6344,,106846,3067,64034,171007,27152,11363,22533,177354,118545,702344,,6978,72091,4961,41572,17798,4919259,57496,,268736,130030,19915,582575,23008,14918,31891,345065,310589,7461,,57625,195121,444185,5337299,13136755,,630468,,,869722,121145,56277,1840546,116826,7704,1941433,1280336,246183,8006,,6430,481185,8498,6405,320714,54171,23952,11663135,583990,77069,,10590,,,422980,7453,122850,804232,358409,558349,56074,18324,,109838,7653983,7393,168161,3777,631313,22418,55421,63594,1804422,7374,20382,,26141,8259,61060,17172,8388674,17503,13234,,10227
